**Algorithm Description**
Construction: BEST_INSERTION Iterations: null Memory: 3
Selector 1: SELECT_BEST Acceptor 1: ACCEPT_NEW_REMOVE_WORST Probability 1: 0.1 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: BEST_INSERTION
Selector 2: SELECT_BEST Acceptor 2: ACCEPT_NEW_REMOVE_WORST Probability 2: 0.1 Module 2: RUIN_AND_RECREATE Ruin 2: RANDOM_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_BEST Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 0.1 Module 3: RUIN_AND_RECREATE Ruin 3: RANDOM_RUIN Insertion 3: BEST_INSERTION
Selector 4: SELECT_BEST Acceptor 4: ACCEPT_NEW_REMOVE_WORST Probability 4: 0.1 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: BEST_INSERTION
Selector 5: SELECT_BEST Acceptor 5: ACCEPT_NEW_REMOVE_WORST Probability 5: 0.1 Module 5: RUIN_AND_RECREATE Ruin 5: RANDOM_RUIN Insertion 5: BEST_INSERTION
Selector 6: SELECT_BEST Acceptor 6: ACCEPT_NEW_REMOVE_WORST Probability 6: 0.1 Module 6: RUIN_AND_RECREATE Ruin 6: RANDOM_RUIN Insertion 6: BEST_INSERTION
Selector 7: SELECT_BEST Acceptor 7: ACCEPT_NEW_REMOVE_WORST Probability 7: 0.1 Module 7: RUIN_AND_RECREATE Ruin 7: RANDOM_RUIN Insertion 7: BEST_INSERTION
Selector 8: SELECT_BEST Acceptor 8: ACCEPT_NEW_REMOVE_WORST Probability 8: 0.1 Module 8: RUIN_AND_RECREATE Ruin 8: RANDOM_RUIN Insertion 8: BEST_INSERTION
Selector 9: SELECT_BEST Acceptor 9: ACCEPT_NEW_REMOVE_WORST Probability 9: 0.1 Module 9: RUIN_AND_RECREATE Ruin 9: RANDOM_RUIN Insertion 9: BEST_INSERTION
Selector 10: SELECT_BEST Acceptor 10: ACCEPT_NEW_REMOVE_WORST Probability 10: 0.1 Module 10: RUIN_AND_RECREATE Ruin 10: RANDOM_RUIN Insertion 10: BEST_INSERTION


RC101.txt;1825,83;17,15;18
RC101.txt;1788,86;10,80;17
RC101.txt;1814,78;9,39;17
RC101.txt;1769,45;4,22;17
**Algorithm Description**
Construction: BEST_INSERTION Iterations: null Memory: 3
Selector 1: SELECT_BEST Acceptor 1: ACCEPT_NEW_REMOVE_WORST Probability 1: 0.1 Module 1: RUIN_AND_RECREATE Ruin 1: RANDOM_RUIN Insertion 1: REGRET_INSERTION
Selector 2: SELECT_BEST Acceptor 2: ACCEPT_NEW_REMOVE_WORST Probability 2: 0.1 Module 2: RUIN_AND_RECREATE Ruin 2: RANDOM_RUIN Insertion 2: REGRET_INSERTION
Selector 3: SELECT_BEST Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 0.1 Module 3: RUIN_AND_RECREATE Ruin 3: RANDOM_RUIN Insertion 3: REGRET_INSERTION
Selector 4: SELECT_BEST Acceptor 4: ACCEPT_NEW_REMOVE_WORST Probability 4: 0.1 Module 4: RUIN_AND_RECREATE Ruin 4: RANDOM_RUIN Insertion 4: REGRET_INSERTION
Selector 5: SELECT_BEST Acceptor 5: ACCEPT_NEW_REMOVE_WORST Probability 5: 0.1 Module 5: RUIN_AND_RECREATE Ruin 5: RANDOM_RUIN Insertion 5: REGRET_INSERTION
Selector 6: SELECT_BEST Acceptor 6: ACCEPT_NEW_REMOVE_WORST Probability 6: 0.1 Module 6: RUIN_AND_RECREATE Ruin 6: RANDOM_RUIN Insertion 6: REGRET_INSERTION
Selector 7: SELECT_BEST Acceptor 7: ACCEPT_NEW_REMOVE_WORST Probability 7: 0.1 Module 7: RUIN_AND_RECREATE Ruin 7: RANDOM_RUIN Insertion 7: REGRET_INSERTION
Selector 8: SELECT_BEST Acceptor 8: ACCEPT_NEW_REMOVE_WORST Probability 8: 0.1 Module 8: RUIN_AND_RECREATE Ruin 8: RANDOM_RUIN Insertion 8: REGRET_INSERTION
Selector 9: SELECT_BEST Acceptor 9: ACCEPT_NEW_REMOVE_WORST Probability 9: 0.1 Module 9: RUIN_AND_RECREATE Ruin 9: RANDOM_RUIN Insertion 9: REGRET_INSERTION
Selector 10: SELECT_BEST Acceptor 10: ACCEPT_NEW_REMOVE_WORST Probability 10: 0.1 Module 10: RUIN_AND_RECREATE Ruin 10: RANDOM_RUIN Insertion 10: REGRET_INSERTION


RC101.txt;1650,56;120,27;16
RC101.txt;1669,45;120,29;16
RC101.txt;1670,00;120,18;17
RC101.txt;1657,91;119,68;17
**Algorithm Description**
Construction: BEST_INSERTION Iterations: null Memory: 3
Selector 1: SELECT_BEST Acceptor 1: ACCEPT_NEW_REMOVE_WORST Probability 1: 0.1 Module 1: RUIN_AND_RECREATE Ruin 1: RADIAL_RUIN Insertion 1: BEST_INSERTION
Selector 2: SELECT_BEST Acceptor 2: ACCEPT_NEW_REMOVE_WORST Probability 2: 0.1 Module 2: RUIN_AND_RECREATE Ruin 2: RADIAL_RUIN Insertion 2: BEST_INSERTION
Selector 3: SELECT_BEST Acceptor 3: ACCEPT_NEW_REMOVE_WORST Probability 3: 0.1 Module 3: RUIN_AND_RECREATE Ruin 3: RADIAL_RUIN Insertion 3: BEST_INSERTION
